text,title
"听你说什么我都 很快乐
接近你连影子都 微笑着
几千只纸鹤 你都耐心地陪着我折
却怎么都折不掉 那道无形的隔阂越懂你陪着你就 越寂寞
灵魂那么美我却 碰不得
感觉再炽热 也不能让飞蛾去扑火
靠近你的梦难道就能 不是我好朋友只是朋友 还是朋友
不能够占有
好朋友疯狂以后
就一个人走 无所求
好朋友只是朋友
只能保留 一点点温柔
我知道 什么时候回头
不打扰你的自由认识你也许我就 足够了
缘分的神奇我都 不管了
可能你感动 也看不见我心如刀割
哪怕很痛过 至少就不算错过好朋友只是朋友 还是朋友
不能够占有
好朋友疯狂以后
就一个人走 无所求
好朋友只是朋友
只能保留 一点点温柔
我知道 什么时候回头
不打扰你的自由爱人不是最好的朋友
朋友再好也不能牵手
感情在天平两 头谁都怕太沉重好朋友只是朋友 还是朋友
不能够占有
好朋友疯狂以后 还是一个人走
无所求
好朋友只是朋友
只能保留 一点点温柔
我知道什么时候回头
不打扰你的自由",Hao Pengyou Zhi Shi Pengyou(好朋友只是朋友)
        Powered by ,爱坏 (Ài Huài)
"城市像一座迷宫 但我不服
谁说一个人不能走出
与你相爱迷忽然不往里退出
再多分岔路 回忆很清楚 我慢慢重组每一天我和我的影子散步
在朋友面前坚持不哭
曾经它们和我一样相信幸福
这一刻孤独 爱在房里住 我怎么驱逐怎么在爱里微加幸福
少一点自由就变负
太多了你说我的关心 是一种束缚
怎么在爱里微加幸福
再多的微笑也比不上一滴眼泪的苦
无心犯得错误每一天我和我的影子散步
在朋友面前坚持不哭
曾经它们和我一样相信幸福
一次的痛哭 换一次领悟
我就能走出怎么在爱里微加幸福
少一点自由就变负
太多了你说我的关心 是一种束缚
怎么在爱里微加幸福
再多的微笑也比不上一滴眼泪的苦
无心犯得错误从一开始的陌生 到后来沉默无声
谁能想像我们当初爱那么深
想假装你是路人
想再一次变陌生
但我爱过你我承认怎么在爱里微加幸福
少一点自由就变负
太多了你说我的关心 是一种束缚
怎么在爱里微加幸福
再多的微笑也比不上一滴眼泪的苦
无心犯得错误是谁犯的错误
你也不在乎",Wei Jia XingFu (微加幸福)
"是否
这次我将真的离开你
是否
这次我将不再哭
是否
这次我将一去不回头
走向那条慢慢永无止境的路
是否
这次我已真的离开你
是否
泪水已干不再流
是否
应验了我曾说的那句话
情到深处人孤独多少次的寂寞挣扎在心头
只为挽回我将远去的脚步
多少次我忍住胸口的泪水
只是为了告诉我自己我不在乎
是否
这次我已真的离开你
是否
泪水已干不再流
是否
应验了我曾说的那句话
情到深处人孤独",是否
"我听见雨滴 落在青青草地
我听见远方 下课钟声响起
可是我没有听见你的声音认真呼唤我姓名爱上你的时候 还不懂感情
离别了 才觉得刻骨铭心
为什么没有发现遇见了你是生命最好的事情也许当时
忙着微笑和哭泣忙着追逐天空中的流星
人理所当然的忘记
是谁风里 雨里 一直默默守护在原地原来你是 我最想留住的幸运
原来我们 和爱情曾经靠得那么近
那为我对抗世界的决定 那陪我淋的雨
一幕幕都是你 一尘不染的真心与你相遇 好幸运
可我已失去 为你泪流满面的权利
但愿在我看不到的天际 你张开了双翼
遇见你的注定 她会有多幸运青春是段跌跌撞撞的旅行
拥有着后知后觉的美丽
来不及感谢是你给我勇气让我能做回我自己",Xiǎo Xingyùn(小幸運)
"妳曾说不想有天让我知道妳对他有那么好
妳說会懂我的失落不是靠宽容就能够解脱我以为我出现的时候刚好妳和他正说要分开
我以为妳己对他不再期待不纵容他再给妳伤害我以为我的温柔能给妳整个宇宙我以为我能全力填满妳感情的缺口
专心陪在妳左右弥补他一切的错也许我太过天真以为奇迹会发生我以为终究妳会慢慢明白他的心已不在妳身上
我的关心妳依然无动于衷我的以为只是我以为我以为我的温柔能给妳整个宇宙我以为我能全力填满妳感情的缺口
专心陪在妳左右弥补他一切的错也许我太过天真以为奇迹会发生他让妳红了眼眶　妳却还笑着原谅
原来妳早就想好妳要留在谁的身旁
我以为我够坚强　却一天天的失望
少给我一点希望　希望就不是奢望我以为我的温柔能给妳整个宇宙我以为我能全力填满妳感情的缺口
专心陪在妳左右弥补他一切的错也许我太过天真以为奇迹会发生他让妳红了眼眶　妳却还笑着原谅
原来妳早就想好妳要留在谁的身旁
我以为我够坚强　却输得那么绝望
少给我一点希望　希望就不是奢望Powered by ",Wo Yiwei (我以為)
"竹篱上 停留着 蜻蜓
玻璃瓶里插满 小小 森林
青春 嫩绿的很 鲜明百叶窗 折射的 光影
像有着心事的 一张 表情
而你 低头拆信 想知道关于我的事情青苔入镜 檐下风铃 摇晃曾经
回忆是一行行无从剪接的风景爱始终年轻而我听见 下雨的声音
想起你用唇语 说爱情
幸福也可以 很安静
我付出一直 很小心终于听见 下雨的声音
于是我的世界 被吵醒
就怕情绪红 了眼睛
不舍得泪在 彼此的 脸上透明爱在过境 缘分不停 谁在担心
窗台上滴落的雨滴轻敲着伤心凄美而动听而我听见 下雨的声音
想起你用唇语 说爱情
热恋的时刻 最任性
不顾一切的 给约定终于听见 下雨的声音
于是我的世界 被吵醒
发现你始终 很靠近
默默的陪在 我身边 态度坚定",Tīngjian Xiayu De Shengyin(听见下雨的声音)
"每一天 每一夜 交錯的時空
每一分 每一秒 不安的等候
怎麼說 怎麼做 怎麼用盡我所有線索
讓你懂 讓你收到我的求救許多話 說不出口 文字讓人更加迷惑
乞求上帝 幫助我 一個擁抱就足夠多希望 在你身邊的是我 握著你是我的手
在我面前的是你的笑容 多希望 在你身邊的 在我面前
多希望 在你身邊的是我每一天 每一夜 期待又落空
每一分 每一秒 都是種錯過
怎麼說 怎麼做 怎麼用盡我所有理由
讓你懂 讓你收到我的內疚許多話 說不出口 文字讓我更加笨拙
乞求上帝 幫助我 沉默不是因為冷漠多希望 在你身邊的是我 握著你是我的手
在我面前的是你的笑容 多希望 在你身邊的 在我面前
多希望 在你身邊的是我遠在天邊 近在眼前 伸出手就能把我拉出深淵
在你身邊 的每一天 我的愛不會再蜿蜒多希望 在你身邊的是我 握著你是我的手
在我面前的是你的笑容 多希望 在你身邊的 在我面前
多希望 在你身邊的是我Powered by ",在你身邊
              Powered by ,Women Dou Sha (我们都傻)
"不得不說的謊 讓這故事延長
迷失多少方向 用溫暖導航
我被寂寞捆綁 完美只是假象
渴望妳來釋放 所有裝出來 的堅強
總是覺得少了 一點安全感
想說的話卻都隱瞞
其實早就已經有 答案我的愛
一天天 一遍遍 越來越超載
當妳哭 當妳笑 當妳被傷害
我隨時都在 肩膀讓妳放肆靠過來
一天天 一遍遍 妳無法取代
當世界 只剩下 一片空白
妳永遠會發現我還在不得不說的謊 讓這故事延長
迷失多少方向 用溫暖導航
我被寂寞捆綁 完美只是假象
渴望妳來釋放 所有裝出來 的堅強
總是覺得少了 一點安全感
想說的話卻都隱瞞
其實早就已經有 答案我的愛
一天天 一遍遍 越來越超載
當妳哭 當妳笑 當妳被傷害
我隨時都在 肩膀讓妳放肆靠過來
一天天 一遍遍 妳無法取代
當世界 只剩下 一片空白
妳永遠會發現我還在我的愛
一天天 一遍遍 越來越超載
當妳哭 當妳笑 當妳被傷害
我隨時都在 肩膀讓妳放肆靠過來
一天天 一遍遍 妳無法取代
當世界 只剩下 一片空白
妳永遠會發現我 還在",Suíshí Dōu Zài( 隨時都在)
"有一種尖銳 在心裡擱淺
寂寞時特別強烈 呼吸 刺痛 糾結
有一些笑臉 公式化出現
計算出快樂假面 是痊癒 還是上了麻醉放了自己 放了回憶
放了世界不過如此而已
多少慶幸 多少風景
在放了之後才清晰
放了自己 放了回憶
放了那 配不上妳的傷心
你該詮釋的不再是悲劇主角的殘影
而是新的自己你有過期待 也有過等待
滿腔熱血只無奈
現實 報廢 浪漫
人群中進行 孤單時複習
你的堅強很爭氣
只是怎麼學不會忘記放了自己 放了回憶
放了世界不過如此而已
多少慶幸 多少風景
在放了之後才清晰
放了自己 放了回憶
放了那 配不上妳的傷心
你該詮釋的不再是悲劇主角的殘影
而是新的自己放了自己 放了回憶
放了世界不過如此而已
多少慶幸 多少風景
在放了之後才清晰
放了自己 放了回憶
放了那 配不上妳的傷心
你該詮釋的不再是悲劇主角的殘影
而是新的自己當那幸福的號誌 又一如往常的亮起
笑著放了自己Powered by ",Fangle Ziji(放了自己)
"時光是琥珀 淚一滴滴 被反鎖
情書再不朽 也磨成沙漏
青春的上游 白雲飛走 蒼狗與海鷗
閃過的念頭 潺潺的溜走命運好幽默 讓愛的人 都沉默
一整個宇宙 換一顆紅豆
回憶如困獸 寂寞太久 而漸漸溫柔
放開了拳頭 反而更自由慢動作 繾綣膠卷 重播默片 定格一瞬間
我們在告別的演唱會 說好不再見你寫給我 我的第一首歌
你和我 十指緊扣 默寫前奏
可是那然後呢
還好我有 我這一首情歌
輕輕的 輕輕哼著 哭著笑著
我的 天長地久命運好幽默 讓愛的人 都沉默
一整個宇宙 換一顆紅豆
回憶如困獸 寂寞太久 而漸漸溫柔
放開了拳頭 反而更自由長鏡頭 越拉越遠 越來越遠 事隔好幾年
我們在懷念的演唱會 禮貌地吻別你寫給我 我的第一首歌
你和我 十指緊扣 默寫前奏
可是那然後呢
還好我有 我這一首情歌
輕輕的 輕輕哼著 哭著笑著
我的 天長地久陪我唱歌 清唱你的情歌
捨不得 短短副歌 心還熱著
也該告一段落
還好我有 我下一首情歌
生命宛如 靜靜的 相擁的河
永遠 天長地久",Qínggē(情歌)
"不敢放心愛你 再愛就傷感情
保持安全距離 好朋友才是最好的關係
太珍惜太想繼續太在意 我們的這份默契
情願現在這樣　留在原地可是我的淚滴為什麼不休息
是沈默讓我犯了過敏懦弱酸了眼睛
可是我濃濃鼻音為什麼不留點餘地
微笑快要不能呼吸　思念揮之不去的嘆息 偽裝沒有力氣這樣明明愛你卻要騙自己　是我害怕未來沒有了你
不言又不語　不理也不應　是這世上最殘酷的徒刑
我只能　明明愛你卻要騙自己　騙到最後自己都不相信
我的在乎帶走我的勇氣　一個人自言自語是我習慣的回應不敢放心愛你 再愛就傷感情
最好的關係存在著距離 相遇已經不容易
太珍惜太想繼續太在意 我們的這份默契
情願現在這樣 留在原地可是我的淚滴為什麼不休息
是沈默讓我犯了過敏　懦弱酸了眼睛
可是我濃濃鼻音　為什麼不留點餘地
微笑快要不能呼吸　思念揮之不去的嘆息　偽裝沒有力氣這樣明明愛你卻要騙自己　是我害怕未來沒有了你
不言又不語不理也不應　是這世上最殘酷的徒刑
我只能　明明愛你卻要騙自己　騙到最後自己都不相信
我的在乎帶走我的勇氣 不問可不可以就不擔心會失去這樣明明愛你卻要騙自己　是我害怕未來沒有了你
不言又不語 不理也不應　是這世上最殘酷的徒刑
我只能 明明愛你卻要騙自己　騙到最後自己都不相信
我的在乎帶走我的勇氣　不問可不可以留在愛你的原地",Mingming Ai Ni (明明愛你)
"是我說過分手以後要祝福大家
怎麼聽到你的喜訊我忽然靜下
我紅了眼睛黑著臉再不斷講話
你看在眼裡想到什麼何必問我
怎麼啦 你還好嗎你的快樂與我無關我就不快樂
我也失去繼續偽裝朋友的資格
我竟然希望他不夠好那就好了
你說不定會因此對我一直牽掛
這個我 還值得你愛嗎我虛偽 我慚愧 我嫉妒你幸福
你這個傻瓜　不要逼我說謊話
愛一個人是佔有　一點都不偉大
我醜惡 我自私 我認了看著你　容不下他
蹋地死心　原來出於私心
我也覺得我好可怕 (好可怕)所謂祝福原來只是在爾虞我詐
關係昇華只是欲望垂死的掙扎
我甚至想過萬一你們開始吵架
在我們之間就能留下一條尾巴
這個我 還值得誰愛嗎我虛偽 我慚愧 我嫉妒你幸福
你這個傻瓜　不要逼我說謊話
愛一個人是佔有　一點都不偉大
我醜惡 我自私 我認了看著你　容不下他
蹋地死心　原來出於私心
我也覺得我好可怕 (好可怕)我虛偽 我慚愧 我嫉妒你幸福
你這個傻瓜　不要逼我說謊話
愛一個人是佔有　一點都不偉大
我醜惡 我自私 我認了看著你　容不下他
蹋地死心　原來出於私心
我也覺得我好可怕那麼愛你卻寧願你寂寞
像這樣的愛 好可怕",Zhèyàng Ai Nǐ Hǎo Kěpà (這樣愛你好可怕)
                  ,DianShu i(點水)
"我要給你的承諾 是我萬分確定的決定
從此讓我理所當然 站在你身後當你最大的依靠幸福最值得炫耀 感謝你把未來交給我
兩個人就等於永恆 愛情的延續遙遠的以後 不再單純以後
不美好的世界還有我
你會更勇敢 去接受煙火燦爛墜落
別鬆開我的手想為你做的事很多 我一定要比你成熟
要你帶著笑容入睡 要你的天真
保存期限到最後一刻想為你做的事很多 都是我最大的快樂
全世界最幸運的我 有資格能為你做些什麼",Xiang Wei Ni Zuo De Shi(想為你做的事)
"你是詩人 漫步在風花雪月的早晨
你不怕冷 外頭的氣溫正溫和
你微笑著 我的眼眶卻紅了你是詩人 細數窗外雪飄落多繽紛
你很快樂 享受著孤獨的片刻
你多天真 以為一切是這樣的
幻想的都會成真 難過的都沒發生夢想再大 你還是看不見我
愛得再深 你還是愛自己多
你不會懂 傷口真的會痛
你心裏的宇宙 我不在任何角落世界再大 你還是原地不動
說得再多 你從來也沒聽懂
你的幽默 像玻璃劃破雙手
我在你的眼中 只是畫面拼湊如果我受困在故事中 你是否會來拯救我",Shiren Manbu(詩人漫步)
"那一年默默無言　只能選擇離開
無邪的笑容已經不再精彩
你害怕結局所以拚命傷害
說是我擋住你的美好未來你堅決　不希望我等待　我便默默的讓你走開
如今你　受了傷回來　叫我如何接受這安排我難過的是　放棄你　放棄愛
放棄的夢被打碎　忍住悲哀
我以為是成全　你卻說你更不愉快＃我難過的是　忘了你　忘了愛
盡全力忘記我們　真心相愛
也忘了告訴你　失去的不能重來",Wo Nanguo(我難過)
"wo bu gan xiang xin wo zai zhe li
wo zhong yu yao yu jian ni
sui ran ni bu ren shi wo de lian
dan shi zhen ai zhu ding hui xiang jianwo wang le yao jie shao wo zi ji
mei you ren bi wo ai ni
wo yong you quan bu de zhou bian shang pin
wo you hai bao mao zi he CDwo xie xin gei ni fei wen nu you
jian bao zhi zhou kan na lai pin cou
wo zuo de yi qie dou shi wei le bao hu nisuo yi wo zhong yu lai dao zhe li
zhe yi qie dou shi ming yun
wo xiang zhe po bu ji dai de ni
xiang pa guo qiang gei ni ge jing xiwo qiu qiu ni bu yao qu bao jing
qing bu yao zhe yang shang wo xin
wo bu neng kong zhi wo de qing xu
wo hen pa hui shang dao wo de niwo bu neng xiang xin ni de zhen xiang
gen wo xiang xiang de bu tai yi yang
hui guo tou lai yi jing wei qi le wu jinwo de xin
you dian tan te bu an
wo bu tai que ding wo zuo le shen me shi qingwo de ai
shi shu yu wo de ai
xian zai zhong yu mei you ren hui ba ni qiang duo
shi zhu ding ni de xin zui hou shu yu wowo bu gan xiang xin wo zai zhe li
wo zhong yu yao yu jian ni
sui ran ni bu ren shi wo de lian
dan shi zhen ai zhu ding hui xiang jianwo wang le yao jie shao wo zi ji
mei you ren bi wo ai ni
wo yong you quan bu de zhou bian shang pin
wo you hai bao mao zi he CDwo xiang xin ni de quan bu zhen xin
yin wei ni rang wo qin yan gan dong
wo men yao yi shen yi shi bu fen li",Chang Hai
"梨涡浅笑　可知否奥妙
寂寞心锁暗动摇
魂消魄荡身飘渺
被困扰　怎得共渡蓝桥梨涡轻照　映出花月调
但望相看慰寂寥
时刻与共享分秒
愿折腰　今生效同林鸟*梨涡浅笑　似把君邀
绮梦轻泛浪潮
春宵犹未觉晓*梨涡虽俏　悲欢竟逆料
乐极痴恋变恨苗
情丝寸断一朝了
(梦已消　花依旧玉人杳) Repeat*, ()Powered by ",梨涡浅笑
"曾经自己
像浮萍一样无依
对爱情莫名的恐惧
但是天让我遇见了你
我初初见你
人群中独自美丽
你彷佛有一种魔力
那一刻我竟然无法言语
从此为爱受委屈
不能再躲避
於是你成为我生命中最美的记忆
甜蜜的言语
怎黱说也说不腻
我整个世界已完全被你占据
我想我全心全意
等待著你说愿意
也许是我太心急
竟然没发现你眼里的犹豫
只是你又何必
狠心将一切都抹去
你绝情飘然远离
连道别的话也没有一句
请你让我随你去
让我随你去
我愿陪在你的身边为你挡风遮雨
让我随你去
让我随你去
我愿陪在你的身边等你回心转意
让我随你去
让我随你去
我愿陪在你的身边为你挡风遮雨
让我随你去
让我随你去
我愿陪在你的身边等你回心转意Powered by ",我是真的爱你
"整理你抖落的烟灰,
重温你唇边的气味.
缝补你最爱的衬衫,
试图和你靠近一些.
在这个小小的房间,
挤满了对你的思念.
无日无夜, 甘心甘愿,
被寂寞来威胁.
我不求未来, 我只求现在.
谁不面对爱情, 只有举手投降.
你的一分一秒都能永远,
我的心酸都不算.
我不求未来, 我只求现在.
谁不面对爱情, 只有举手投降.
泪水湿了乾了都为了爱,
只要你明白, 我可以更勇敢.
昨天你才刚回来,
明天你就要离开.
我的快乐,
早被你截成一段一段, 又一段.Powered by ",Dui ai tou xiang (對愛投降)
我骄傲的破坏我痛恨的平凡才想起那些是我最爱让盛夏去贪玩把残酷的未来狂放到光年外（而现在）放弃规则放纵去爱放肆自己放空未来我不转弯我不转弯我不转弯我不转弯让定律更简单让秩序更混乱这样的青春我才喜欢让盛夏去贪玩把残酷的未来狂放到光年外（而现在）放弃规则放纵去爱放肆自己放空未来我不转弯我不转弯我不转弯我不转弯我要我疯我要我爱就是我要我疯我要我爱现在一万首的mp3一万次疯狂的爱灭不了一个渺小的孤单我要我疯我要我爱就是我要我疯我要我爱现在盛夏的一场狂欢来到了光年之外长大难道是人必经的溃烂放弃规则放纵去爱放肆自己放空未来我不转弯我不转弯我不转弯我不转弯WoPowered by ,盛夏光年
"第十七个陌生人
他点赞又评论
微信上的亲吻
美得几可乱真
远距离系住缘分
热闹却又不失冰冷
新世界的爱
荧幕上说嗨的人
排行榜的情歌
哪些你曾发生
七十七张相片
拍摄不到笑声
太多事没有体温
我们活在飘浮之城
看不见的爱
每个人都迷魂
我手上的青春
不知道能分给几个情人
我脚下的风筝
飞过了几里路程
我是第几个人
到最后被寂寞加为好友
记住某些爱
忘了某一些心疼
睡不着的凌晨
往事爬了满身
几公里的路程
却远得像永恒
看备忘录走行程
十封未读信还在等
孤单没有害
但有些后遗症
我手上的青春
不知道能分给几个情人
我脚下的风筝
飞过了几里路程
我是第几个人
到最后被寂寞加为好友
记住某些爱
忘了某一些心疼
你心上的哭声
不知道是来自几段爱恨
你眼下的路灯
迎接了几场黄昏
你是第几个人
到最后被寂寞加为好友
删除一些爱
暂时喜欢一个人",被寂寞加為好友
"空无一人的大街 闯入无人婚纱店 为你披上雪白誓言
世界已灰飞烟灭 而爱矗立高楼间 你是真的或是我的 幻觉时光遗忘的背面 独坐残破的台阶 哪个乱世没有离别
天空和我的中间 只剩倾盆的思念
如果相识 不能相恋 是不是还不如擦肩在失去你的风景里面 你却占据了每一条街
一步步曾经 一步步想念 在脚下蔓延
在充满你的回忆里面 我独自流浪海角天边
一步步走过 当时心愿格林威治大钟前 归零超载的伤悲 背着我和我的诺言
一起计画的路线 对照孤单的旅店 一声晚安 却又唤醒 泪腺时代广场的跨年 颐和花季的蓝天 数着愿望在你指尖
当时有多少心愿 就有多少的残缺
如果后悔 不能后退 是不是就只能往前在失去你的风景里面 你却占据了每一条街
一步步曾经 一步步想念 在脚下蔓延
在充满你的回忆里面 我独自流浪海角天边
一步步走过 当时心愿生如浮萍般卑微 爱却苍穹般壮烈
我要为你爬上最险山岳
走过最崎岖眷恋
一步一步穿越在失去你的风景里面 你却占据了整个世界
每一张相片 每一个房间 每一滴眼泪
在充满你的回忆里面 我独自一人和眼泪周旋
一步步走向 孤单的明天也许在来生的某个明天 我们能再写新的情节
一步步完成 当时心愿
一步步完成 最美残缺Powered by ",步步
            Powered by ,A Dandelion's Promise (蒲公英的約定)
"一定都会有牵连
你出现我眼前
不知收敛一直流泪
在这一些年
发生的从前
都没沉淀
还是出自太想念代替你在我身边
我习惯的黑夜
渐渐的再也不埋怨
和你那几年
我们算有缘去怀念
感情美好的一面
都是宝贵的昨天当我不在你身边
答应我用心去飞
生命若有新体验你别拒绝当我不在你身边
寂寞若是让你累
回头看一下以前也是安慰当我不在你身边
答应我快乐一点Powered by ",Dang wo bu zai ni shen bian (当我不在你身边)
"如果你愛我　不要放開手
如果這不是如果如果你還愛著我　我怎麼會放開手
怎麼沒提醒　痛的難以形容
我沒有想過有那麼一天　你竟然離開我
我沒有那種幽默消化心痛I love you and I miss you
愛過的都會說到最後沒對錯誰讓離開的人哭說不願再懂
原來愛過　是真的會心痛I love you and I miss you
該忘的都盡量讓它模糊了
剩下的尊嚴也不再堅持了
真的愛過才知道那麼痛Powered by ",If You Love Me (如果你愛我)
"海的另一邊
有我的思念
是苦是甜
是哪一種感覺如果有一天
我們會相見
我說我愛你
會不會太直接雲和天離別
沒說過再見
因為有風
為他帶去思念
落下的琴弦
你如何聽見
這旋律瀰漫
記憶中你的臉如果你愛我
如果你愛我
我想我一定是
世界最幸福的
你為我的生命
畫上了最美的顏色雲和天離別
沒說過再見
因為有風
為他帶去思念落下的琴弦
你如何聽見
這旋律瀰漫
記憶中你的臉如果你愛我
如果你愛我
我想我一定是
世界最幸福的
你為我的生命
畫上了最美的顏色如果你愛我
如果你愛我
我想我一定是
世界最幸福的
你為我的生命
畫上了最美的顏色兩顆心相戀
會有多少年
你我依然
記得曾經的畫面
時間的變遷
生命的斑斕
我會牽著你
走共同的歲月Powered by ",Ru guo ni ai wo (如果你愛我)
"爱让谁落泪　哭成流水　不知去向
往事在每一夜　陪伤心人入睡*爱怎会疲惫　你一去不回
你的起点　也许是我永远到不了的终点　
让我飘飘荡荡**我不停的追逐　那黑色的幸福　
就像是蒙上眼睛　追逐你的路
我扬起万千风帆　告诉你我好孤单　
在幽幽蓝蓝多烦恼多恼河Repeat*,**我企图欺骗自己　爱情没有烦恼
只是你没有目标　让我迷失多恼河Repeat**Powered by ",愛情多惱河
"就算害怕 不敢認真去愛
不表示 愛真的不存在
你說過 世界上好事不常重來
Baby 這原本不是獨白
Don't go!
想問你 當你醒來看我沈睡姿態
月光斜斜的灑進來
你會不會嘆氣 徘徊 迫不及待 想像我已經不在
Baby 痛已逼進我血脈
Don't go!
天黑時我嘆氣徘徊迫不及待 跟你說不要離開
Baby please 聽我最後的獨白
不要走 I know 你不得已才離開
Please don't go, I know, 還是不要你離開
真的不要你離開Powered by ",Bu yao zou (不要走)
                      Powered by ,不醉不會 (Learning from Drunk)
"你整齊洁白的床　
是我傾訴的地方
抱你哭著到天亮　你等待幸福的廚房
那次情人節晚餐　
卻是我陪著你嘗
衣柜不算太寬　
藏著你的天堂　
依然歡迎我分享
我們的愛很像　
都因男人而受傷　
卻又繼續碰撞
當天空昏暗　當气溫失常　
你用巨大的堅強　總能抵擋
當尖銳眼光　當刺耳聲響　
你用彩虹的浪漫　溫柔包裝
衣柜不算太寬　
藏著你的天堂　
依然歡迎我分享
我們的愛很像　
都因男人而受傷　
卻又繼續碰撞
當天空昏暗　當气溫失常　
你用巨大的堅強　總能抵擋
當尖銳眼光　當刺耳聲響　
你用彩虹的浪漫　溫柔包裝
看我丟掉他的西裝　
比我先紅了眼眶
笑我傻　陪我慌　
當我找到幸福去向
幫我快樂的化妝　
陪我傻　笑我慌
當天空昏暗　當气溫失常　
你用巨大的堅強　總能抵擋
當尖銳眼光　當刺耳聲響　
你用彩虹的浪漫　溫柔包裝Powered by ",Cai hong (彩虹)
"為你封了國境
為你赦了罪
為你撤了歷史記載
為你塗了裝扮
為你喝了醉
為你建了城池圍牆
一顆熱的心
穿著冰冷外衣
一張白的臉
漆上多少褪色的情節
在我的空虛身體裡面
愛上哪個膚淺的王位
在你的空虛寶座裡面
愛過什麼女爵的滋味
為你封了國境
為你赦了罪
為你撤了歷史記載
一顆熱的心
穿著冰冷外衣
一張白的臉
漆上多少褪色的情節
在我的空虛身體裡面
愛上哪個膚淺的王位
在你的空虛寶座裡面
愛過什麼女爵的滋味
在我的空虛身體裡面
愛上哪個膚淺的王位
在你的空虛寶座裡面
愛過什麼女爵的滋味Powered by ",Nu Jue (女爵)
"了解妳的每一個小動作 一個眼神 就知道妳想什麼
妳眼神在閃爍 是不是想上廁所 還是我 這次又猜錯
浪漫的氣氛全都被妳打破 竟然還貼心地拿衛生紙給我
但還能怎麼說 都怪我期待太多 不想理你
話不是這麼說 妳總是為難我 明明就是你自己還想不透
喔難道是我的錯 妳為何不老實地說 說出心中的感受
我也搞不定自己 那矛盾的個性 我想來想去結論就是喜歡討厭你
討厭你的小聰明 討厭你惡作劇 更討厭你覺得我就是 喜 歡 你
我也猜不透自己 到底什麼毛病 我想來想去結論就是不想告訴妳
不告訴妳只是為了測試我們的默契 我想妳一定也同意
手機傳來一封新的訊息 看完之後不知道如何回應妳
不是我不想說 是不知如何開口 給我一點時間 想一想
一杯咖啡的時間讓你考慮 什麼時候你打算坦白你的心情
喜歡你的表情 那懊惱彷彿代表 我很難搞
話不是這麼說 妳總是為難我 明明就是你自己還想不透
喔難道是我的錯 妳為何不老實地說 說出心中的感受
我也搞不定自己 那矛盾的個性 我想來想去結論就是喜歡討厭你
討厭你的小聰明 討厭你惡作劇 更討厭你覺得我就是 喜 歡 你
我也猜不透自己 到底什麼毛病 我想來想去結論就是不想告訴妳
不告訴妳只是為了測試我們的默契 我想妳一定也同意
就是喜歡討厭你
我也拿不定主意 面對這場遊戲 我想來想去結論就是不想輸給你
你以為你很聰明 我覺得還可以
就請你放馬過來不要太客氣
我也猜不透自己 到底什麼毛病 我想來想去結論就是不想告訴妳
不告訴妳只是為了測試我們的默契 我想妳一定也同意Powered by ",喜歡討厭你
"最  怕   空   气 突 然  安 静  最  怕   朋   友  突 然  的 关   心 最  怕 回  忆   突 然  翻  滚  绞   痛   着  不 平   息最  怕 突 然    听   到  你 的 消   息想    念     如 果  会  有  声    音 不 愿     那 是  悲  伤    的 哭 泣事  到  如 今    终    於 让   自 己 属  於   我 自 己只  剩    眼  泪    还  骗   不 过  自 己突 然  好  想    你   你 会  在  哪 里   过  得 快   乐 或  委  屈突 然  好  想    你   突 然  锋   利 的 回  忆   突 然  模 糊 的 眼  睛
我 们    像    一 首   最  美  丽 的 歌 曲
变   成      两    部 悲  伤    的 电   影  为  什   麽 你   陪  我 带  我 走  过  最  难  忘   的 旅 行  然  後  留  下    最  痛   的 纪 念   品 突 然  好  想    你   你 会  在  哪 里   过  得 快   乐 或  委  屈突 然  好  想    你   突 然  锋   利 的 回  忆   突 然  模 糊 的 眼  睛  我 们    那 麽 甜     那 麽 美    那 麽 相    信 那 麽 疯     那 麽 热 烈  地 曾   经  为  何 我 们    还  是  要  奔  向    各 自 的 幸   福 和 遗 憾  中    老  去突 然  好  想    你   你 会  在  哪 里   过  得 快   乐 或  委  屈突 然  好  想    你   突 然  锋   利 的 回  忆   突 然  模 糊 的 眼  睛  最  怕   空   气 突 然  安 静  最  怕   朋   友  突 然  的 关   心 最  怕 回  忆   突 然  翻  滚  绞   痛   着  不 平   息最  怕 突 然    听   到  你 的 消   息最  怕 此 生      已 经   决  心  自 己 过    没  有  你却  又  突 然    听   到  你 的 消   息Powered by ",突然好想你
